cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,territorio,tipo_elemento_analitico,recurso_juzgados_publicados,recurso_tribunales_publicados,recurso_salas_publicadas,recurso_conciliadores_publicados,recurso_otros_organos_publicados,recursos_clasificacion_completa,personal_cuadro_origen,personal_pagina_pdf,personal_distrito,personal_gestion,personal_items_mujer,personal_items_varon,personal_items_acefalias,personal_items_total,personal_remun_mujer,personal_remun_varon,personal_remun_acefalias,personal_remun_total,personal_nivel_geografico,personal_metodo_seleccion
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,IMPUGNACION DE FILIACION,IMPUGNACION DE FILIACION,detalle,10,6,,0,,,166,223,158,65,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,NEGACION DE MATERNIDAD O PATERNIDAD,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,6,,0,,,160,223,150,73,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA","COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,OPOSICION AL MATRIMONIO,OPOSICION AL MATRIMONIO,detalle,13,6,,1,,,181,250,132,118,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,DECLARACION DE INTERDICCIÓN,DECLARACION DE INTERDICCIÓN,detalle,14,6,,0,,,45,69,55,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,CESACION DE INTERDICCIÓN,CESACION DE INTERDICCIÓN,detalle,15,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL","SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,6,,0,,,9,15,12,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,ASISTENCIA FAMILIAR,ASISTENCIA FAMILIAR,detalle,17,6,,12,,,3297,4741,3610,1131,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,GUARDA,GUARDA,detalle,18,6,,0,,,129,177,109,68,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,NULIDAD DE MATRIMONIO O DE UNION LIBRE,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,6,,0,,,39,87,54,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,6,,0,,,12,14,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO","DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,6,,1,,,205,294,186,108,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,6,,0,,,1,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,179,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,11,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,PROCESOS INNOMINADOS - OTROS,detalle,23,6,,0,,,464,797,574,223,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,EL ALTO,,La Paz,False,,no_aplica,no_aplica,2023,False,EL ALTO,proceso,63,4,,9,,True,14.1.3,746,LA PAZ,2023,797,683,80,1560,4633110,4972458,335353,9940921,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,EMANCIPACION POR DESACUERDO,EMANCIPACION POR DESACUERDO,detalle,1,6,,0,,,5,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,detalle,2,6,,0,,,3,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,detalle,3,6,,0,,,14,14,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DESACUERDO DE LOS PADRES,DESACUERDO DE LOS PADRES,detalle,4,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),detalle,5,6,,0,,,5,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,CUMPLIMIENTO DE ACUERDOS,CUMPLIMIENTO DE ACUERDOS,detalle,6,6,,0,,,1,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),detalle,7,6,,0,,,1284,1298,1285,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DIVORCIO -DESVINCULACION Art. 207,DIVORCIO -DESVINCULACION Art. 207,detalle,8,6,,0,,,2991,3640,3012,628,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DECLARACION JUDICIAL DE FILIACION,DECLARACION JUDICIAL DE FILIACION,detalle,9,6,,0,,,59,78,70,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,IMPUGNACION DE FILIACION,IMPUGNACION DE FILIACION,detalle,10,6,,0,,,206,268,206,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,NEGACION DE MATERNIDAD O PATERNIDAD,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,6,,0,,,157,203,163,40,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA","COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,OPOSICION AL MATRIMONIO,OPOSICION AL MATRIMONIO,detalle,13,6,,1,,,129,171,138,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DECLARACION DE INTERDICCIÓN,DECLARACION DE INTERDICCIÓN,detalle,14,6,,0,,,76,112,71,41,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,CESACION DE INTERDICCIÓN,CESACION DE INTERDICCIÓN,detalle,15,6,,0,,,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL","SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,6,,0,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,ASISTENCIA FAMILIAR,ASISTENCIA FAMILIAR,detalle,17,6,,0,,,2036,2771,2020,751,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,GUARDA,GUARDA,detalle,18,6,,1,,,140,219,154,65,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,NULIDAD DE MATRIMONIO O DE UNION LIBRE,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,6,,0,,,42,52,46,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
