cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,territorio,tipo_elemento_analitico,recurso_juzgados_publicados,recurso_tribunales_publicados,recurso_salas_publicadas,recurso_conciliadores_publicados,recurso_otros_organos_publicados,recursos_clasificacion_completa,personal_cuadro_origen,personal_pagina_pdf,personal_distrito,personal_gestion,personal_items_mujer,personal_items_varon,personal_items_acefalias,personal_items_total,personal_remun_mujer,personal_remun_varon,personal_remun_acefalias,personal_remun_total,personal_nivel_geografico,personal_metodo_seleccion
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,6,,0,,,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO","DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,6,,0,,,249,344,257,87,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,6,,0,,,35,47,28,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,180,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,13,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,PROCESOS INNOMINADOS - OTROS,detalle,23,6,,0,,,109,137,118,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,COCHABAMBA,,Cochabamba,False,,no_aplica,no_aplica,2023,False,COCHABAMBA,proceso,93,4,12,17,,True,14.1.3,746,COCHABAMBA,2023,624,453,35,1112,3830374,3238408,200566,7269348,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,EMANCIPACION POR DESACUERDO,EMANCIPACION POR DESACUERDO,detalle,1,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,detalle,2,6,,0,,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,detalle,3,6,,0,,,18,19,15,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,DESACUERDO DE LOS PADRES,DESACUERDO DE LOS PADRES,detalle,4,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),detalle,5,6,,0,,,1,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,CUMPLIMIENTO DE ACUERDOS,CUMPLIMIENTO DE ACUERDOS,detalle,6,6,,0,,,11,12,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),detalle,7,6,,0,,,312,356,283,73,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,DIVORCIO -DESVINCULACION Art. 207,DIVORCIO -DESVINCULACION Art. 207,detalle,8,6,,0,,,1276,1497,1215,282,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,DECLARACION JUDICIAL DE FILIACION,DECLARACION JUDICIAL DE FILIACION,detalle,9,6,,0,,,21,28,19,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,IMPUGNACION DE FILIACION,IMPUGNACION DE FILIACION,detalle,10,6,,0,,,127,149,125,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,NEGACION DE MATERNIDAD O PATERNIDAD,NEGACION DE MATERNIDAD O PATERNIDAD,detalle,11,6,,0,,,122,151,112,39,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,"COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA","COMPROBACION DE MATRIMONIO O DE UNION LIBRE, CUANDO ESTA ULTIMA NO ESTE REGISTRADA",detalle,12,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,OPOSICION AL MATRIMONIO,OPOSICION AL MATRIMONIO,detalle,13,6,,0,,,93,129,92,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,DECLARACION DE INTERDICCIÓN,DECLARACION DE INTERDICCIÓN,detalle,14,6,,0,,,22,26,19,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,CESACION DE INTERDICCIÓN,CESACION DE INTERDICCIÓN,detalle,15,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,"SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL","SUSPENSIÓN, EXTINCIÓN O RESTITUCION DE LA AUTORIDAD DE LA MADRE O EL PADRE EN CASOS EMERGENTES DE DESVINCULACIÓN CONYUGAL",detalle,16,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,ASISTENCIA FAMILIAR,ASISTENCIA FAMILIAR,detalle,17,6,,0,,,1671,2002,1578,424,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,GUARDA,GUARDA,detalle,18,6,,0,,,45,53,37,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,NULIDAD DE MATRIMONIO O DE UNION LIBRE,NULIDAD DE MATRIMONIO O DE UNION LIBRE,detalle,19,6,,0,,,28,34,24,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,NULIDAD DE ACUERDOS EN LA VIA VOLUNTARIA NOTARIADA,detalle,20,6,,0,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,"DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO","DIVISION Y PARTICION DE BIENES GANANCIALES, CUANDO NO SE LO TRAMITE EN EJECUCION DE PROCESO DE DIVORCIO",detalle,21,6,,0,,,120,169,130,39,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,DETERMINACION DE BIENES PROPIOS CUANDO EXISTE DESACUERDO SOBRE SU CALIDAD,detalle,22,6,,0,,,43,60,49,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,181,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,9,tipo_proceso,,PROCESOS INNOMINADOS - OTROS,PROCESOS INNOMINADOS - OTROS,detalle,23,6,,0,,,342,393,270,123,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,EMANCIPACION POR DESACUERDO,EMANCIPACION POR DESACUERDO,detalle,1,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,detalle,2,6,,0,,,0,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,AUTORIZACION JUDICIAL PARA ADMINISTRAR BIENES,detalle,3,6,,0,,,6,11,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,DESACUERDO DE LOS PADRES,DESACUERDO DE LOS PADRES,detalle,4,6,,0,,,7,18,10,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),VOLUNTARIOS (Ejemplo: Dispensa Judicial y otros que no se detallan),detalle,5,6,,0,,,4,86,65,21,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,CUMPLIMIENTO DE ACUERDOS,CUMPLIMIENTO DE ACUERDOS,detalle,6,6,,0,,,3,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
5.1.2.1,182,e0dc4154d7,causas,capital,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,8,tipo_proceso,,ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),ASISTENCIA FAMILIAR CUANDO EXISTA ACUERDO (HOMOLOGACIÓN),detalle,7,6,,2,,,370,446,374,72,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO DE FAMILIA,,PÚBLICO DE FAMILIA,Público de Familia,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto,POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
