fila_en_cuadro,cuadro_origen,pagina_pdf,departamento,provincia_o_grupo,localidad_o_subtipo,rotulo_1_derivado_del_bloque,n_columnas,columna,valor,fragmentos_encabezado,es_ultima_columna,columna_rotulo_canonico,columna_codigo_canonico,tipo_columna,fila_id,fila_rotulo_canonico,fila_codigo_canonico,tipo_entidad,estructura_fila,fila_padre_id,nivel_jerarquia,es_hoja_jerarquia,departamento_derivado,gestion,revisado_manual
4,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Contra la Violencia hacia las mujeres,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f004,Juzgado de Instrucción Contra la Violencia hacia las Mujeres,juzgado_instruccion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
6,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE PARTIDO Y TRIBUNALES,,False,11,col_10,9,COBIJA 21,False,Cobija,ciudad_cobija,otro,f006,Juzgados de Partido y Tribunales,juzgados_partido_tribunales,otro,subtotal,f037,1,False,,2023,False
7,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social,,False,11,col_10,2,COBIJA 21,False,Cobija,ciudad_cobija,otro,f007,Juzgado de Partido del Trabajo y Seguridad Social,juzgado_partido_trabajo_seguridad_social,juzgado,detalle,f006,2,True,,2023,False
8,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Adm. Coactivo Fiscal Tributario,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f008,Juzgado de Partido Adm. Coactivo Fiscal Tributario,juzgado_partido_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
10,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal,,False,11,col_10,2,COBIJA 21,False,Cobija,ciudad_cobija,otro,f010,Juzgado de Sentencia Penal,juzgado_sentencia_penal,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_10,2,COBIJA 21,False,Cobija,ciudad_cobija,otro,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
20,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Agroambientales,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f020,Juzgado Agroambiental,juzgado_agroambiental,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_10,8,COBIJA 21,False,Cobija,ciudad_cobija,otro,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_10,4,COBIJA 21,False,Cobija,ciudad_cobija,otro,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_10,3,COBIJA 21,False,Cobija,ciudad_cobija,otro,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
25,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS MIXTOS,,False,11,col_10,0,COBIJA 21,False,Cobija,ciudad_cobija,otro,f025,Juzgados Mixtos,juzgados_mixtos,juzgado,subtotal,f037,1,False,,2023,False
29,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,SALAS,,False,11,col_10,3,COBIJA 21,False,Cobija,ciudad_cobija,otro,f029,Salas,salas,sala,subtotal,f037,1,False,,2023,False
30,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f030,Sala Civil,sala_civil,sala,detalle,f029,2,True,,2023,False
31,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f031,Sala Penal,sala_penal,sala,detalle,f029,2,True,,2023,False
34,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Constitucionales,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f034,Sala Constitucional,sala_constitucional,sala,detalle,f029,2,True,,2023,False
35,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DISCIPLINARIOS,,False,11,col_10,2,COBIJA 21,False,Cobija,ciudad_cobija,otro,f035,Juzgados Disciplinarios,juzgados_disciplinarios,juzgado,detalle,f037,1,True,,2023,False
36,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,CONCILIADORES,,False,11,col_10,1,COBIJA 21,False,Cobija,ciudad_cobija,otro,f036,Conciliadores,conciliadores,conciliador,detalle,f037,1,True,,2023,False
37,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,TOTAL GENERAL,,False,11,col_10,27,COBIJA 21,False,Cobija,ciudad_cobija,otro,f037,Total general,total_general,otro,total_general,,0,False,,2023,False
10,4.1.2,110,CHUQUISACA,Hernando Siles Monteagudo,,False,13,col_10,1,EJECUCION PENAL,False,Ejecución Penal,ejecucion_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
21,4.1.2,110,CHUQUISACA,TOTALES,,False,13,col_10,1,EJECUCION PENAL,False,Ejecución Penal,ejecucion_penal,organo_judicial,,,,,,,,,Chuquisaca,2023,False
2,4.1.3,111,LA PAZ,Omasuyos,Achacahi,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
6,4.1.3,111,LA PAZ,Camacho,Puerto Carabuco,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
10,4.1.3,111,LA PAZ,Franz Tamayo,Apolo,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
11,4.1.3,111,LA PAZ,Ingavi,Viacha,False,12,col_10,2,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
19,4.1.3,111,LA PAZ,Sud Yungas,Chulumani,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
24,4.1.3,111,LA PAZ,Aroma,Patacamaya,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
28,4.1.3,111,LA PAZ,Manco Kapac,Copacabana,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
29,4.1.3,111,LA PAZ,Caranavi,Caranavi,False,12,col_10,1,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
30,4.1.3,111,LA PAZ,TOTALES,,False,12,col_10,9,CONCILIADO R,False,Conciliador,conciliador,conciliador,,,,,,,,,La Paz,2023,False
1,4.1.4,112,COCHABAMBA,Campero,Aiquile,False,19,col_10,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
6,4.1.4,112,COCHABAMBA,Arani,Arani,False,19,col_10,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
8,4.1.4,112,COCHABAMBA,Capinota,Capinota,False,19,col_10,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
13,4.1.4,112,COCHABAMBA,Quillacollo,Colcapirhua,False,19,col_10,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
22,4.1.4,112,COCHABAMBA,Carrasco,Ivirgarzama,False,19,col_10,1,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
28,4.1.4,112,COCHABAMBA,TOTALES,,False,19,col_10,5,JUZGADO JUZGADO PÚBLICO MIXTO PARTIDO DE SENTENCIA PENAL,False,"Juzgado Público Mixto, Partido y de Sentencia Penal",juzgado_publico_mixto_partido_sentencia_penal,organo_judicial,,,,,,,,,Cochabamba,2023,False
2,4.1.6,114,POTOSI,Rafael Bustillos,Uncía,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
3,4.1.6,114,POTOSI,Rafael Bustillos,Llallagua,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
5,4.1.6,114,POTOSI,Chayanta,Colquechaca,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
9,4.1.6,114,POTOSI,Charcas,S.P. De Buena Vista,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
11,4.1.6,114,POTOSI,Nor Chichas,Cotagaita,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
14,4.1.6,114,POTOSI,Sud Chichas,Tupiza,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
19,4.1.6,114,POTOSI,Quijarro,Uyuni,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
23,4.1.6,114,POTOSI,Modesto Omiste,Villazón,False,12,col_10,1,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
24,4.1.6,114,POTOSI,TOTALES,,False,12,col_10,8,CONCILI ADOR,False,Conciliador,conciliador,conciliador,,,,,,,,,Potosí,2023,False
2,4.1.7,115,TARIJA,Aniceto Arce,Bermejo,False,16,col_10,3,"EN JUZGADO SENTENCIA PUBLICO, TRABAJO JUEZ TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,Tarija,2023,False
4,4.1.7,115,TARIJA,Gran Chaco,Villamontes,False,16,col_10,3,"EN JUZGADO SENTENCIA PUBLICO, TRABAJO JUEZ TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,Tarija,2023,False
9,4.1.7,115,TARIJA,TOTALES,,False,16,col_10,6,"EN JUZGADO SENTENCIA PUBLICO, TRABAJO JUEZ TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,Tarija,2023,False
18,4.1.8,116,SANTA CRUZ,Obispo Santiesteban,Montero,False,18,col_10,1,JUZGADO JUZGADO PARTIDO MIXTO,False,Juzgado Partido Mixto,juzgado_partido_mixto,organo_judicial,,,,,,,,,Santa Cruz,2023,False
28,4.1.8,116,SANTA CRUZ,TOTALES,,False,18,col_10,1,JUZGADO JUZGADO PARTIDO MIXTO,False,Juzgado Partido Mixto,juzgado_partido_mixto,organo_judicial,,,,,,,,,Santa Cruz,2023,False
2,4.1.9,117,BENI,Vaca Diez,Guayaramerín,False,15,col_10,3,"PROVINCIAS JUZGADO SENTENCIA, PUBLICO, TRABAJO JUEZ TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,Beni,2023,False
10,4.1.9,117,BENI,TOTALES,,False,15,col_10,3,"PROVINCIAS JUZGADO SENTENCIA, PUBLICO, TRABAJO JUEZ TÉCNICO",False,"Juzgado Sentencia, Público, Trabajo y Juez Técnico",juzgado_sentencia_publico_trabajo_juez_tecnico,organo_judicial,,,,,,,,,Beni,2023,False
1,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE INSTRUCCIÓN,,False,11,col_11,108,TOTAL,True,Total,total,total,f001,Juzgados de Instrucción,juzgados_instruccion,juzgado,subtotal,f037,1,False,,2023,False
2,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_11,71,TOTAL,True,Total,total,total,f002,Juzgado de Instrucción Penal,juzgado_instruccion_penal,juzgado,detalle,f001,2,True,,2023,False
3,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Anticorrupción y Contra la Violencia hacia las mujeres,,False,11,col_11,20,TOTAL,True,Total,total,total,f003,Juzgado de Instrucción Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_instruccion_anticorrupcion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
4,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Contra la Violencia hacia las mujeres,,False,11,col_11,13,TOTAL,True,Total,total,total,f004,Juzgado de Instrucción Contra la Violencia hacia las Mujeres,juzgado_instruccion_violencia_mujeres,juzgado,detalle,f001,2,True,,2023,False
5,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Anticorrupción,,False,11,col_11,4,TOTAL,True,Total,total,total,f005,Juzgado de Instrucción Anticorrupción,juzgado_instruccion_anticorrupcion,juzgado,detalle,f001,2,True,,2023,False
6,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DE PARTIDO Y TRIBUNALES,,False,11,col_11,242,TOTAL,True,Total,total,total,f006,Juzgados de Partido y Tribunales,juzgados_partido_tribunales,otro,subtotal,f037,1,False,,2023,False
7,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social,,False,11,col_11,38,TOTAL,True,Total,total,total,f007,Juzgado de Partido del Trabajo y Seguridad Social,juzgado_partido_trabajo_seguridad_social,juzgado,detalle,f006,2,True,,2023,False
8,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Adm. Coactivo Fiscal Tributario,,False,11,col_11,13,TOTAL,True,Total,total,total,f008,Juzgado de Partido Adm. Coactivo Fiscal Tributario,juzgado_partido_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
9,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Trabajo y Seguridad Social y Adm. Coactivo Fiscal y Tributario,,False,11,col_11,13,TOTAL,True,Total,total,total,f009,Juzgado de Partido del Trabajo y Seguridad Social y Adm. Coactivo Fiscal y Tributario,juzgado_partido_trabajo_seguridad_social_adm_coactivo_fiscal_tributario,juzgado,detalle,f006,2,True,,2023,False
10,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal,,False,11,col_11,89,TOTAL,True,Total,total,total,f010,Juzgado de Sentencia Penal,juzgado_sentencia_penal,juzgado,detalle,f006,2,True,,2023,False
11,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Contra la Violencia hacia las Mujeres,,False,11,col_11,15,TOTAL,True,Total,total,total,f011,Juzgado de Sentencia Contra la Violencia hacia las Mujeres,juzgado_sentencia_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
12,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_11,9,TOTAL,True,Total,total,total,f012,Juzgado de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,juzgado_sentencia_anticorrupcion_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
13,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Anticorrupción,,False,11,col_11,1,TOTAL,True,Total,total,total,f013,Juzgado de Sentencia Penal y Anticorrupción,juzgado_sentencia_penal_anticorrupcion,juzgado,detalle,f006,2,True,,2023,False
14,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Perdida de Dominio,,False,11,col_11,3,TOTAL,True,Total,total,total,f014,Juzgado de Sentencia Penal y Pérdida de Dominio,juzgado_sentencia_penal_perdida_dominio,juzgado,detalle,f006,2,True,,2023,False
15,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Sentencia Penal y Contra la Violencia hacia las mujeres,,False,11,col_11,1,TOTAL,True,Total,total,total,f015,Juzgado de Sentencia Penal y Contra la Violencia hacia las Mujeres,juzgado_sentencia_penal_violencia_mujeres,juzgado,detalle,f006,2,True,,2023,False
16,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia,,False,11,col_11,30,TOTAL,True,Total,total,total,f016,Tribunal de Sentencia,tribunal_sentencia,tribunal,detalle,f006,2,True,,2023,False
17,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia Anticorrupcion y Contra la Violencia hacia las mujeres,,False,11,col_11,1,TOTAL,True,Total,total,total,f017,Tribunal de Sentencia Anticorrupción y Contra la Violencia hacia las Mujeres,tribunal_sentencia_anticorrupcion_violencia_mujeres,tribunal,detalle,f006,2,True,,2023,False
18,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Tribunal de Sentencia Anticorrupcion,,False,11,col_11,1,TOTAL,True,Total,total,total,f018,Tribunal de Sentencia Anticorrupción,tribunal_sentencia_anticorrupcion,tribunal,detalle,f006,2,True,,2023,False
19,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Ejecución Penal,,False,11,col_11,19,TOTAL,True,Total,total,total,f019,Juzgado de Ejecución Penal,juzgado_ejecucion_penal,juzgado,detalle,f006,2,True,,2023,False
20,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Agroambientales,,False,11,col_11,9,TOTAL,True,Total,total,total,f020,Juzgado Agroambiental,juzgado_agroambiental,juzgado,detalle,f006,2,True,,2023,False
21,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS PUBLICOS,,False,11,col_11,278,TOTAL,True,Total,total,total,f021,Juzgados Públicos,juzgados_publicos,juzgado,subtotal,f037,1,False,,2023,False
22,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil y Comercial,,False,11,col_11,153,TOTAL,True,Total,total,total,f022,Juzgado Público Civil y Comercial,juzgado_publico_civil_comercial,juzgado,detalle,f021,2,True,,2023,False
23,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Familia,,False,11,col_11,99,TOTAL,True,Total,total,total,f023,Juzgado Público de Familia,juzgado_publico_familia,juzgado,detalle,f021,2,True,,2023,False
24,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Niñez y Adolescencia,,False,11,col_11,26,TOTAL,True,Total,total,total,f024,Juzgado Público de la Niñez y Adolescencia,juzgado_publico_ninez_adolescencia,juzgado,detalle,f021,2,True,,2023,False
25,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS MIXTOS,,False,11,col_11,21,TOTAL,True,Total,total,total,f025,Juzgados Mixtos,juzgados_mixtos,juzgado,subtotal,f037,1,False,,2023,False
26,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Instrucción Penal y Contra la Violencia hacia las Mujeres (EPI NORTE- EPI SUR),,False,11,col_11,4,TOTAL,True,Total,total,total,f026,Juzgado Mixto de Instrucción Penal y Contra la Violencia hacia las Mujeres (EPI Norte-EPI Sur),juzgado_mixto_instruccion_penal_violencia_mujeres_epi_norte_sur,juzgado,detalle,f025,2,True,,2023,False
27,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,"Público Civil y Comercial, de Familia e Instrucción Penal (EPI SUR Y SUD ESTE, Plan 3000)",,False,11,col_11,10,TOTAL,True,Total,total,total,f027,"Juzgado Mixto Público Civil y Comercial, de Familia e Instrucción Penal (EPI Sur y Sud Este, Plan 3000)",juzgado_mixto_publico_civil_comercial_familia_instruccion_penal_epi_sur_sud_este_plan_3000,juzgado,detalle,f025,2,True,,2023,False
28,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,"Público Civil y Comercial, de Familia, Niñez y Adolscencia e Instrucción Penal (C. Integrado) y EPI Norte",,False,11,col_11,7,TOTAL,True,Total,total,total,f028,"Juzgado Mixto Público Civil y Comercial, de Familia, Niñez y Adolescencia e Instrucción Penal (C. Integrado) y EPI Norte",juzgado_mixto_publico_civil_comercial_familia_ninez_adolescencia_instruccion_penal_c_integrado_epi_norte,juzgado,detalle,f025,2,True,,2023,False
29,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,SALAS,,False,11,col_11,81,TOTAL,True,Total,total,total,f029,Salas,salas,sala,subtotal,f037,1,False,,2023,False
30,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Civil,,False,11,col_11,21,TOTAL,True,Total,total,total,f030,Sala Civil,sala_civil,sala,detalle,f029,2,True,,2023,False
31,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Penal,,False,11,col_11,22,TOTAL,True,Total,total,total,f031,Sala Penal,sala_penal,sala,detalle,f029,2,True,,2023,False
32,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Social Administrativa,,False,11,col_11,13,TOTAL,True,Total,total,total,f032,Sala Social Administrativa,sala_social_administrativa,sala,detalle,f029,2,True,,2023,False
33,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,"Familia, Niñez y Adolescencia",,False,11,col_11,3,TOTAL,True,Total,total,total,f033,"Sala de Familia, Niñez y Adolescencia",sala_familia_ninez_adolescencia,sala,detalle,f029,2,True,,2023,False
34,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,Constitucionales,,False,11,col_11,22,TOTAL,True,Total,total,total,f034,Sala Constitucional,sala_constitucional,sala,detalle,f029,2,True,,2023,False
35,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,JUZGADOS DISCIPLINARIOS,,False,11,col_11,21,TOTAL,True,Total,total,total,f035,Juzgados Disciplinarios,juzgados_disciplinarios,juzgado,detalle,f037,1,True,,2023,False
36,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,CONCILIADORES,,False,11,col_11,95,TOTAL,True,Total,total,total,f036,Conciliadores,conciliadores,conciliador,detalle,f037,1,True,,2023,False
37,4.1.1,109,CIUDADES CAPITALES Y EL ALTO,TOTAL GENERAL,,False,11,col_11,846,TOTAL,True,Total,total,total,f037,Total general,total_general,otro,total_general,,0,False,,2023,False
7,4.1.2,110,CHUQUISACA,Tomina,Padillla,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
9,4.1.2,110,CHUQUISACA,Tomina,Sopachuy,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
10,4.1.2,110,CHUQUISACA,Hernando Siles Monteagudo,,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
12,4.1.2,110,CHUQUISACA,Yamparaez,Tarabuco,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
13,4.1.2,110,CHUQUISACA,Nor Cinti,Camargo,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
15,4.1.2,110,CHUQUISACA,Nor Cinti,Incahuasi,False,13,col_11,1,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
21,4.1.2,110,CHUQUISACA,TOTALES,,False,13,col_11,6,CONCILIAD OR,False,Conciliador,conciliador,conciliador,,,,,,,,,Chuquisaca,2023,False
10,4.1.3,111,LA PAZ,Franz Tamayo,Apolo,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
11,4.1.3,111,LA PAZ,Ingavi,Viacha,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
16,4.1.3,111,LA PAZ,Inquisivi,Inquisivi,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
19,4.1.3,111,LA PAZ,Sud Yungas,Chulumani,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
22,4.1.3,111,LA PAZ,Los Andes,Pucarani,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
23,4.1.3,111,LA PAZ,Aroma,Sica Sica,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
26,4.1.3,111,LA PAZ,Abel Iturralde,Ixiamas,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
29,4.1.3,111,LA PAZ,Caranavi,Caranavi,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
30,4.1.3,111,LA PAZ,TOTALES,,False,12,col_11,8,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,La Paz,2023,False
16,4.1.4,112,COCHABAMBA,Chapare,Sacaba,False,19,col_11,1,CONCILIADORES JUZGADO PARTIDO MIXTO SENTENCIA,False,Juzgado Partido Mixto Sentencia,juzgado_partido_mixto_sentencia,organo_judicial,,,,,,,,,Cochabamba,2023,False
28,4.1.4,112,COCHABAMBA,TOTALES,,False,19,col_11,1,CONCILIADORES JUZGADO PARTIDO MIXTO SENTENCIA,False,Juzgado Partido Mixto Sentencia,juzgado_partido_mixto_sentencia,organo_judicial,,,,,,,,,Cochabamba,2023,False
2,4.1.6,114,POTOSI,Rafael Bustillos,Uncía,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,Potosí,2023,False
5,4.1.6,114,POTOSI,Chayanta,Colquechaca,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,Potosí,2023,False
9,4.1.6,114,POTOSI,Charcas,S.P. De Buena Vista,False,12,col_11,1,JUZGADO AGROAMBIEN TAL,False,Juzgado Agroambiental,juzgado_agroambiental,organo_judicial,,,,,,,,,Potosí,2023,False
