pagina_pdf,cuadro_id,titulo,primeras_lineas,tipo,capitulo,variante_etiqueta,seccion,orden_pagina,paginas_del_cuadro,rango_paginas,n_lineas,n_lineas_datos
87,3.1.5.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 89 5 0 0 1 16 111 ¶ REINCORPORACIÓN 14 0 0 0 0 0 14 ¶ LAUDO ARBITRAL 0 0 0 0 0 0 0,cuadro,3,Cuadro Nro.,Salas en Materia Social de los Tribunales Departamentales de Justicia,3,5,85-89,43,28
88,3.1.5.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 272 281 0 0 15 289 857 ¶ REINCORPORACIÓN 12 6 0 0 0 14 32 ¶ LAUDO ARBITRAL 1 0 0 0 0 1 2,cuadro,3,Cuadro Nro.,Salas en Materia Social de los Tribunales Departamentales de Justicia,4,5,85-89,43,28
89,3.1.5.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,DEMANDA DE BENEFICIOS SOCIALES Y DERECHOS ADQUIRIDOS 253 47 0 0 0 0 300 ¶ REINCORPORACIÓN 0 0 0 0 0 0 0 ¶ LAUDO ARBITRAL 1 0 0 0 0 0 1,cuadro,3,Cuadro Nro.,Salas en Materia Social de los Tribunales Departamentales de Justicia,5,5,85-89,43,28
90,3.1.5.3,RECURSOS RECIBIDOS / Por: Distritos / Según: Tipo de Proceso / DEMANDA DE COACTIVOS COACTIVOS,SUCRE 1 48 19 0 0 0 2 6 75 ¶ LA PAZ 3 358 33 0 0 0 2 13 406 ¶ COCHABAMBA 2 349 51 0 1 0 13 31 445,cuadro,3,Cuadro Nro.,Salas en Materia Social de los Tribunales Departamentales de Justicia,1,1,90,22,10
91,3.1.5.4,RECURSOS RECIBIDOS / Por: Distritos / Según: Forma de Finalización de Competencia / DOS O MAS,SUCRE 1 75 5 27 0 8 1 7 0 48 27 ¶ LA PAZ 3 369 51 128 0 15 11 13 2 220 149 ¶ COCHABAMBA 2 462 18 166 0 4 3 2 0 193 269,cuadro,3,Cuadro Nro.,Salas en Materia Social de los Tribunales Departamentales de Justicia,1,1,91,28,10
92,3.1.6.1,CAUSAS / Por: Distrito y Tipo de Procesos / Según: Movimiento Registrado / FORMA DE INGRESO TOTAL DE CAUSAS CAUSAS PENDIENTES PARA,ORDINARIO FAMILIA 26 0 46 72 58 14 ¶ EXTRAORDINARIO 185 0 330 515 421 94 ¶ PROCESOS DE RESOLUCION INMEDIATA 25 0 59 84 67 17,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",1,3,92-94,40,24
93,3.1.6.1,CAUSAS / Por: Distrito y Tipo de Procesos / Según: Movimiento Registrado / FORMA DE INGRESO TOTAL DE CAUSAS CAUSAS PENDIENTES PARA,ORDINARIO FAMILIA 8 0 39 47 41 6 ¶ EXTRAORDINARIO 25 3 275 303 267 36 ¶ PROCESOS DE RESOLUCION INMEDIATA 1 0 17 18 14 4,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",2,3,92-94,49,32
94,3.1.6.1,CAUSAS / Por: Distrito y Tipo de Procesos / Según: Movimiento Registrado / FORMA DE INGRESO TOTAL DE CAUSAS CAUSAS PENDIENTES PARA,ORDINARIO FAMILIA 0 0 12 12 7 5 ¶ EXTRAORDINARIO 56 0 92 148 132 16 ¶ PROCESOS DE RESOLUCION INMEDIATA 0 0 6 6 3 3,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",3,3,92-94,40,24
95,3.1.6.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO FAMILIA 55 1 0 0 2 58 ¶ EXTRAORDINARIO 386 0 0 10 25 421 ¶ PROCESOS DE RESOLUCION INMEDIATA 61 0 0 1 5 67,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",1,3,95-97,39,24
96,3.1.6.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO FAMILIA 35 6 0 0 0 41 ¶ EXTRAORDINARIO 264 0 3 0 0 267 ¶ PROCESOS DE RESOLUCION INMEDIATA 14 0 0 0 0 14,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",2,3,95-97,48,32
97,3.1.6.2,CAUSAS RESUELTAS / Por: Distrito y Tipo de Proceso / Según: Forma de Finalización de Competencia / FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO FAMILIA 7 0 0 0 0 7 ¶ EXTRAORDINARIO 132 0 0 0 0 132 ¶ PROCESOS DE RESOLUCION INMEDIATA 3 0 0 0 0 3,cuadro,3,Cuadro Nro.,"Salas en Materia de Familia, Niñez y Adolescencia, Violencia Intrafamiliar o Domestica y Pública de los Tribunales Departamentales de Justicia",3,3,95-97,39,24
98,3.1.7.1,CAUSAS / Por: Ciudades / Según: Movimiento Registrado / PENDIENTES DE TOTAL,ACCION DE LIBERTAD (PENAL) 0 0 0 10 10 6 4 ¶ AMPARO CONSTITUCIONAL 61 0 1 458 520 232 288 ¶ ACCION DE CUMPLIMIENTO 0 0 0 8 8 5 3,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,1,4,98-101,37,21
99,3.1.7.1,CAUSAS / Por: Ciudades / Según: Movimiento Registrado / PENDIENTES DE TOTAL,ACCION DE LIBERTAD (PENAL) 0 0 0 12 12 12 0 ¶ AMPARO CONSTITUCIONAL 16 1 0 368 385 368 17 ¶ ACCION DE CUMPLIMIENTO 1 0 0 9 10 10 0,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,2,4,98-101,37,21
100,3.1.7.1,CAUSAS / Por: Ciudades / Según: Movimiento Registrado / PENDIENTES DE TOTAL,ACCION DE LIBERTAD (PENAL) 0 0 1 115 116 116 0 ¶ AMPARO CONSTITUCIONAL 15 0 6 908 929 914 15 ¶ ACCION DE CUMPLIMIENTO 0 0 0 27 27 27 0,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,3,4,98-101,37,21
101,3.1.7.1,CAUSAS / Por: Ciudades / Según: Movimiento Registrado / PENDIENTES DE TOTAL,ACCION DE LIBERTAD (PENAL) 4 0 2 297 303 291 12 ¶ AMPARO CONSTITUCIONAL 372 5 28 4710 5115 4535 580 ¶ ACCION DE CUMPLIMIENTO 6 0 0 118 124 111 13,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,4,4,98-101,21,7
102,3.1.7.2,CAUSAS / Por: Ciudades / Según: Causas resueltas / NÚMERO DE REMITIDOS POR TOTAL,ACCION DE LIBERTAD (PENAL) 0 0 0 2 4 0 0 0 0 6 ¶ AMPARO CONSTITUCIONAL 19 4 21 60 113 4 0 0 11 232 ¶ ACCION DE CUMPLIMIENTO 0 0 0 0 2 1 0 0 2 5,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,1,4,102-105,36,21
103,3.1.7.2,CAUSAS / Por: Ciudades / Según: Causas resueltas / NÚMERO DE REMITIDOS POR TOTAL,ACCION DE LIBERTAD (PENAL) 0 0 5 0 7 0 0 0 0 12 ¶ AMPARO CONSTITUCIONAL 35 5 107 37 148 5 3 1 27 368 ¶ ACCION DE CUMPLIMIENTO 6 0 1 0 2 0 0 0 1 10,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,2,4,102-105,36,21
104,3.1.7.2,CAUSAS / Por: Ciudades / Según: Causas resueltas / NÚMERO DE REMITIDOS POR TOTAL,ACCION DE LIBERTAD (PENAL) 0 1 51 6 57 1 0 0 0 116 ¶ AMPARO CONSTITUCIONAL 86 37 236 34 458 9 2 2 50 914 ¶ ACCION DE CUMPLIMIENTO 1 2 10 0 8 0 0 0 6 27,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,3,4,102-105,36,21
105,3.1.7.2,CAUSAS / Por: Ciudades / Según: Causas resueltas / NÚMERO DE REMITIDOS POR TOTAL,ACCION DE LIBERTAD (PENAL) 0 7 103 17 161 3 0 0 0 291 ¶ AMPARO CONSTITUCIONAL 646 251 956 352 1880 79 21 25 325 4535 ¶ ACCION DE CUMPLIMIENTO 22 7 19 2 32 2 0 1 26 111,cuadro,3,Cuadro Nro.,Salas Constitucionales de los Tribunales Departamentales de Justicia,4,4,102-105,20,7
106,,,,sin_etiqueta,,,,0,0,,0,0
107,,,,sin_etiqueta,,,,0,0,,3,0
108,,,,sin_etiqueta,,,,0,0,,0,0
109,4.1.1,NÚMERO DE JUZGADOS Y TRIBUNALES / POR: Tipo de Juzgado o Tribunal / SEGÚN: Ciudades / CIUDADES,JUZGADOS DE INSTRUCCIÓN 8 19 11 11 8 8 7 25 7 4 108 ¶ Penal 4 13 7 7 7 6 4 16 4 3 71 ¶ Anticorrupción y Contra la Violencia hacia las mujeres 4 6 4 3 3 20,cuadro,4,CUADRO Nº,"NÚMERO DE JUZGADOS, TRIBUNALES, SALAS Y CONCILIADORES EN CIUDADES CAPITALES DE DEPARTAMENTO Y EL ALTO DE LA PAZ",1,1,109,56,34
110,4.1.2,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPOS DE JUZGADOS",Oropeza Yotala 9.081 1 1 ¶ Oropeza Poroma 15.777 1 1 ¶ Azurduy Azurduy 11.166 1 1 2,cuadro,4,CUADRO Nº,"CHUQUISACA: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,110,47,22
111,4.1.3,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Murillo Achocalla 19.995 1 1 ¶ Omasuyos Achacahi 35.964 1 1 1 1 4 ¶ Pacajes Coro Coro 9.481 1 1 2,cuadro,4,CUADRO Nº,"LA PAZ: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,111,57,30
112,4.1.4,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Campero Aiquile 21.190 1 1 1 1 1 5 ¶ Ayopaya 22.493 1 1 1 3 ¶ Ayopaya Morochata 10.555 1 1,cuadro,4,CUADRO Nº,"COCHABAMBA: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,112,53,28
113,4.1.5,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADOS",Cercado Caracollo 21.177 1 1 1 3 ¶ Avaroa Challapata 33.015 1 3 1 1 1 7 ¶ Carangas Corque 7.704 1 1 1 3,cuadro,4,CUADRO Nº,"ORURO: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,113,33,13
114,4.1.6,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Tomás Frías Tinguipaya 23.008 1 1 ¶ Rafael Bustillos Uncía 23.072 2 2 3 1 1 1 10 ¶ Rafael Bustillos Llallagua 50.922 1 1 3 3 1 1 10,cuadro,4,CUADRO Nº,"POTOSI: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,114,46,24
115,4.1.7,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Aniceto Arce Padcaya 19.148 1 1 ¶ Aniceto Arce Bermejo 44.062 2 2 1 1 3 1 1 1 12 ¶ Gran Chaco Yacuiba 109.481 3 2 3 3 3 1 1 2 1 19,cuadro,4,CUADRO Nº,"TARIJA: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,115,33,9
116,4.1.8,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Andrés Ibáñez Cotoca 80.023 1 1 2 ¶ Andrés Ibáñez La Guardia 114.318 3 1 1 5 ¶ Andrés Ibáñez El Torno 71.884 1 1,cuadro,4,CUADRO Nº,"SANTA CRUZ: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,116,67,28
117,4.1.9,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Vaca Diez Riberalta 114.869 2 1 4 1 1 1 1 1 12 ¶ Vaca Diez Guayaramerín 51.188 2 2 1 3 1 1 10 ¶ Gral. José Ballivián Reyes 11.811 1 1,cuadro,4,CUADRO Nº,"BENI: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,117,33,10
118,4.1.10,"NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES / POR: Asiento judicial / SEGÚN: Tipo de Juzgado o Tribunal / TIPO DE JUZGADO",Nicolás Suárez Porvenir (Campo Ana) 8.243 1 1 ¶ Manuripi Puerto Rico (Victoria) 10.759 1 1 2 ¶ Madre de Dios Sena 8.213 1 1 2,cuadro,4,CUADRO Nº,"PANDO: NÚMERO DE JUZGADOS, TRIBUNALES Y CONCILIADORES EN PROVINCIAS",1,1,118,19,5
119,,,,sin_etiqueta,,,,0,0,,3,0
120,,,,sin_etiqueta,,,,0,0,,0,0
121,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 770 22 160 21 1424 2397 1286 1111 ¶ 8 0 0 0 12 20 6 14 ¶ INTERDICTOS 32 1 1 1 44 79 37 42,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,1,11,121-131,55,26
122,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 2202 14 83 52 2304 4655 2575 2080 ¶ 137 0 0 0 70 207 83 124 ¶ INTERDICTOS 91 0 0 0 76 167 44 123,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,2,11,121-131,57,26
123,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 669 1 90 49 1747 2556 1819 737 ¶ 27 0 0 0 19 46 22 24 ¶ INTERDICTOS 38 0 0 1 29 68 14 54,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,3,11,121-131,55,26
124,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 1032 5 162 14 1857 3070 1992 1078 ¶ 343 0 1 0 61 405 281 124 ¶ INTERDICTOS 35 0 3 0 62 100 50 50,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,4,11,121-131,56,26
125,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 437 1 26 6 650 1120 697 423 ¶ 51 0 0 0 19 70 43 27 ¶ INTERDICTOS 13 0 0 0 33 46 24 22,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,5,11,121-131,55,26
126,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 371 23 85 6 714 1199 749 450 ¶ 108 0 0 0 13 121 76 45 ¶ INTERDICTOS 10 1 0 0 30 41 24 17,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,6,11,121-131,55,26
127,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 443 4 23 19 1055 1544 1037 507 ¶ 37 0 0 0 23 60 32 28 ¶ INTERDICTOS 46 1 0 4 54 105 59 46,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,7,11,121-131,55,26
128,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 2230 7 216 37 1975 4465 2625 1840 ¶ 720 0 0 3 76 799 388 411 ¶ INTERDICTOS 235 0 5 0 84 324 101 223,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,8,11,121-131,55,26
129,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 249 22 19 1 261 552 414 138 ¶ 53 0 0 0 1 54 42 12 ¶ INTERDICTOS 14 1 0 0 3 18 5 13,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,9,11,121-131,55,26
130,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 83 3 15 1 116 218 125 93 ¶ 63 0 0 0 1 64 54 10 ¶ INTERDICTOS 2 0 0 0 3 5 4 1,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,10,11,121-131,55,26
131,5.1.1.1,CAUSAS / Por: Ciudades y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 8486 102 879 206 12103 21776 13319 8457 ¶ 1547 0 1 3 295 1846 1027 819 ¶ INTERDICTOS 516 4 9 6 418 953 362 591,cuadro,5,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,11,11,121-131,55,26
132,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 373 64 50 70 22 35 356 5 11 55 5 240 1286 ¶ 2 0 1 0 0 0 2 0 0 1 0 0 6 ¶ INTERDICTOS 13 1 1 5 1 3 6 0 0 2 0 5 37,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,1,11,132-142,73,26
133,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 617 45 114 113 26 51 792 6 4 182 2 623 2575 ¶ 38 0 2 13 0 0 12 0 0 12 0 6 83 ¶ INTERDICTOS 10 1 5 1 0 0 15 0 0 4 0 8 44,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,2,11,132-142,74,26
134,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 368 11 102 125 4 24 578 1 0 157 4 445 1819 ¶ 13 1 1 1 0 0 5 0 0 0 0 1 22 ¶ INTERDICTOS 0 0 0 0 0 0 9 0 0 2 0 3 14,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,3,11,132-142,73,26
135,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 396 41 47 41 11 21 750 12 0 230 1 442 1992 ¶ 163 1 3 17 0 1 38 0 0 38 0 20 281 ¶ INTERDICTOS 4 1 2 0 0 2 19 0 0 13 0 9 50,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,4,11,132-142,73,26
136,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 213 24 26 36 7 63 196 3 0 38 7 84 697 ¶ 15 0 0 5 0 0 16 0 0 7 0 0 43 ¶ INTERDICTOS 11 0 1 2 0 1 4 0 0 0 0 5 24,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,5,11,132-142,72,26
137,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 108 12 17 47 0 11 283 8 0 43 2 218 749 ¶ 46 3 2 7 0 0 10 0 0 4 0 4 76 ¶ INTERDICTOS 3 1 1 2 0 1 1 0 0 1 0 14 24,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,6,11,132-142,72,26
138,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 297 24 15 42 14 12 482 0 0 82 1 68 1037 ¶ 10 2 0 4 0 0 8 0 0 3 0 5 32 ¶ INTERDICTOS 17 2 0 3 0 4 21 0 0 3 0 9 59,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,7,11,132-142,72,26
139,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 522 73 186 916 20 53 307 16 4 374 2 152 2625 ¶ 227 6 18 77 1 5 37 1 0 16 0 0 388 ¶ INTERDICTOS 16 7 19 19 0 2 16 1 0 13 0 8 101,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,8,11,132-142,72,26
140,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 115 15 12 47 11 7 89 35 0 20 0 63 414 ¶ 12 2 0 7 0 0 6 0 0 4 0 11 42 ¶ INTERDICTOS 1 3 0 0 0 0 0 0 0 1 0 0 5,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,9,11,132-142,73,26
141,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 36 5 3 12 6 3 33 1 0 8 2 16 125 ¶ 48 0 0 4 0 0 2 0 0 0 0 0 54 ¶ INTERDICTOS 3 0 0 0 0 0 1 0 0 0 0 0 4,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,10,11,132-142,72,26
142,5.1.1.2,CAUSAS RESUELTAS / Por: Ciudades y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,ORDINARIO 3045 314 572 1449 121 280 3866 87 19 1189 26 2351 13319 ¶ 574 15 27 135 1 6 136 1 0 85 0 47 1027 ¶ INTERDICTOS 78 16 29 32 1 13 92 1 0 39 0 61 362,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,11,11,132-142,72,26
143,5.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 166 7 77 12 11 13 0 120 46 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,1,11,143-153,68,26
144,5.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 302 3 91 4 8 36 0 142 160 ¶ 3 0 0 0 0 0 0 0 3 ¶ INTERDICTOS 6 0 0 2 0 0 0 2 4,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,2,11,143-153,69,26
145,5.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Ciudades y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 147 5 35 6 6 28 0 80 67 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 3 0 0 1 0 1 0 2 1,cuadro,5,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto,3,11,143-153,69,26
