pagina_pdf,cuadro_id,titulo,primeras_lineas,tipo,capitulo,variante_etiqueta,seccion,orden_pagina,paginas_del_cuadro,rango_paginas,n_lineas,n_lineas_datos
382,5.3.3.2,CAUSAS RESUELTAS / Por: Ciudades / Según: Formas de Resolución / OTRAS FORMAS DE RESOLUCION,PENAL COMUN 35 4 1 0 0 2 0 0 8 50 ¶ ANTICORRUPCIÓN 49 1 0 0 0 3 1 0 2 56 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 43 9 0 0 0 0 0 0 5 57,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",2,3,381-383,35,16
383,5.3.3.2,CAUSAS RESUELTAS / Por: Ciudades / Según: Formas de Resolución / OTRAS FORMAS DE RESOLUCION,PENAL COMUN 3 1 0 0 0 2 0 0 3 9 ¶ ANTICORRUPCIÓN 0 0 0 0 0 1 0 0 5 6 ¶ CONTRA LA VIOLENCIA HACIA LAS MUJERES 27 1 0 0 0 5 0 0 3 36,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",3,3,381-383,30,12
384,5.3.3.3,MEDIDAS CAUTELARES DE CARÁCTER PERSONAL - REAL / Por: Ciudades / Según: Formas de Resolución de Causas / TIPOS DE OTROS TRÁMITES DE SU COMPETENCIA,SUCRE 2 5 2 28 35 63 2 ¶ LA PAZ 6 130 140 3 273 193 103 ¶ EL ALTO 4 3 9 0 12 93 7,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",1,1,384,26,11
385,5.3.3.4,OTROS TRÁMITES / Por: Ciudades / Según: Tipo de Trámites / OTRAS,0 0 22 28 0 0 29 0 107 23 289 ¶ 141 0 0 19 1 1 119 5 79 18 373 ¶ 66 2 10 1 0 0 22 0 181 36 568,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",1,1,385,42,11
386,5.3.3.5,"RECURSOS DE APELACIÓN / Por: Ciudades y Tipo de Apelación / Según: Resultado del Recurso / RECURSOS RECURSOS DE APELACIÓN DEVUELTOS AL TRIBUNAL,",SUCRE 2 63 34 0 2 1 3 40 23 ¶ APELACIÓN INCIDENTAL 26 21 0 2 1 2 26 0 ¶ APELACIÓN RESTRINGIDA 37 13 0 0 0 1 14 23,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",1,2,386-387,37,18
387,5.3.3.5,"RECURSOS DE APELACIÓN / Por: Ciudades y Tipo de Apelación / Según: Resultado del Recurso / RECURSOS RECURSOS DE APELACIÓN DEVUELTOS AL TRIBUNAL,",SUCRE 2 63 34 0 2 1 3 40 23 ¶ TARIJA 1 93 34 0 2 0 0 36 57 ¶ APELACIÓN INCIDENTAL 36 34 0 2 0 0 36 0,cuadro,5,Cuadro Nro.,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto",2,2,386-387,35,16
388,,,,sin_etiqueta,,,,0,0,,0,0
389,5.3.4.1,CONTROL DE MEDIDAS CAUTELARES PERSONALES / Por: Ciudades y Tipo de Medida Cautelar Personal / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DETENCIÓN PREVENTIVA 26 162 188 157 31 ¶ DETENCIÓN DOMICILIARIA 1 17 18 7 11 ¶ PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,1,3,389-391,51,32
390,5.3.4.1,CONTROL DE MEDIDAS CAUTELARES PERSONALES / Por: Ciudades y Tipo de Medida Cautelar Personal / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DETENCIÓN PREVENTIVA 731 897 1628 30 1598 ¶ DETENCIÓN DOMICILIARIA 0 0 0 0 0 ¶ PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,2,3,389-391,51,32
391,5.3.4.1,CONTROL DE MEDIDAS CAUTELARES PERSONALES / Por: Ciudades y Tipo de Medida Cautelar Personal / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,DETENCIÓN PREVENTIVA 0 0 0 0 0 ¶ DETENCIÓN DOMICILIARIA 0 0 0 0 0 ¶ PRESENTACIÓN PERIODICA ANTE EL JUEZ O TRIBUNAL 0 0 0 0 0,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,3,3,389-391,42,24
392,5.3.4.2,PROCESOS DE EJECUCIÓN DE SENTENCIA EN CONOCIMIENTO DEL JUZGADO / Por: Ciudades y Tipo de Sanción Condenatoria / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,PRIVATIVA DE LIBERTAD 162 291 453 69 384 ¶ DÍAS MULTA 9 12 21 0 21 ¶ DÍAS TRABAJO 171 304 475 70 405,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,1,2,392-393,49,30
393,5.3.4.2,PROCESOS DE EJECUCIÓN DE SENTENCIA EN CONOCIMIENTO DEL JUZGADO / Por: Ciudades y Tipo de Sanción Condenatoria / Según: Movimiento Registrado / MOVIMIENTO REGISTRADO,PRIVATIVA DE LIBERTAD 1047 1305 2352 1065 1287 ¶ DÍAS MULTA 1 0 1 1 0 ¶ DÍAS TRABAJO 1049 1305 2354 1067 1287,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,2,2,392-393,43,25
394,5.3.4.3,CONTROL DE CUMPLIMIENTO DE CONDICIONES / Por: Ciudades / Según: Tipo de Suspensión / SUSPENSIÓN CONDICIONAL DE PROCESO SUSPENSIÓN CONDICIONAL DE LA PENA LIBERTAD CONDICIONAL EXTRAMURO DETENCIÓN DOMICILIARIA,SUCRE 1 0 0 11 0 34 3 0 0 1 0 ¶ LA PAZ 4 0 0 144 10 46 21 14 6 2 3 ¶ EL ALTO 1 0 0 66 0 0 14 0 6 0 2,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,1,1,394,28,11
395,5.3.4.4,TRAMITES EN EJECUCIÓN DE SENTENCIA / Por: Ciudades / Según: Tipo de trámite / TRASLADOS DE,SUCRE 1 426 31 0 69 17 306 0 2 1 426 ¶ LA PAZ 4 624 76 13 62 3 441 1 22 6 624 ¶ EL ALTO 1 62 14 1 29 8 0 0 10 0 62,cuadro,5,Cuadro Nro.,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto,1,1,395,27,11
396,,,,sin_etiqueta,,,,0,0,,0,0
397,,,,sin_etiqueta,,,,0,0,,3,0
398,,,,sin_etiqueta,,,,0,0,,0,0
399,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 178 0 3 1 552 734 477 257 ¶ 52 0 0 0 11 63 56 7 ¶ INTERDICTOS 5 0 0 0 11 16 13 3,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,1,10,399-408,62,26
400,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 727 0 8 6 1650 2391 1723 668 ¶ 36 0 0 0 22 58 46 12 ¶ INTERDICTOS 25 0 1 0 30 56 34 22,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,2,10,399-408,62,26
401,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 1157 0 207 3 2351 3718 2045 1673 ¶ 527 0 3 0 80 610 210 400 ¶ INTERDICTOS 35 0 2 1 103 141 81 60,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,3,10,399-408,62,26
402,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 89 0 0 0 188 277 174 103 ¶ 4 0 0 0 1 5 5 0 ¶ INTERDICTOS 0 0 0 0 7 7 5 2,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,4,10,399-408,62,26
403,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 439 11 39 0 880 1369 759 610 ¶ 475 0 3 0 41 519 380 139 ¶ INTERDICTOS 13 0 1 0 33 47 18 29,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,5,10,399-408,62,26
404,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 531 0 2 0 649 1182 632 550 ¶ 13 0 0 0 2 15 8 7 ¶ INTERDICTOS 40 0 0 0 22 62 40 22,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,6,10,399-408,62,26
405,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 1010 4 79 6 1152 2251 1046 1205 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 1392 0 0 0 385 1777 892 885 ¶ INTERDICTOS 108 0 0 0 63 171 46 125,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,7,10,399-408,61,26
406,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 162 5 27 1 276 471 221 250 ¶ 134 0 1 0 45 180 145 35 ¶ INTERDICTOS 12 0 0 0 5 17 3 14,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,8,10,399-408,62,26
407,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 0 0 2 0 6 8 1 7 ¶ 0 0 0 0 1 1 1 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,9,10,399-408,62,26
408,6.1.1.1,CAUSAS / Por: Distritos y Tipo de Proceso / Según: Movimiento Registrado / FORMA DE INGRESO,ORDINARIO 4293 20 367 17 7704 12401 7078 5323 ¶ 2633 0 7 0 588 3228 1743 1485 ¶ INTERDICTOS 238 0 4 1 274 517 240 277,cuadro,6,Cuadro No,Juzgados Públicos en Materia Civil y Comercial de Provincias,10,10,399-408,61,26
409,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,311 13 5 8 1 6 92 1 0 21 2 17 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 48 0 0 1 0 0 7 0 0 0 0 0 ¶ INTERDICTOS 3 2 0 1 1 2 1 1 0 1 0 1 13,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,1,10,409-418,64,26
410,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,1218 3 55 99 0 5 245 0 0 23 0 75 ¶ 13 1 12 6 0 0 11 0 0 2 1 0 ¶ INTERDICTOS 11 1 2 1 0 0 12 1 0 3 0 3 34,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,2,10,409-418,66,26
411,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,602 34 32 83 9 32 910 56 1 157 0 129 ¶ 152 1 5 10 0 0 11 1 0 19 0 11 ¶ INTERDICTOS 11 1 2 5 0 3 40 1 0 11 0 7 81,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,3,10,409-418,65,26
412,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,38 4 7 7 0 0 92 0 0 5 0 21 ¶ 1 1 1 0 0 0 1 0 0 0 0 1 ¶ INTERDICTOS 2 0 0 0 0 1 1 0 0 0 0 1 5,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,4,10,409-418,65,26
413,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,363 18 31 40 5 11 215 3 0 36 0 37 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 286 7 8 24 3 0 23 1 0 9 0 19 ¶ INTERDICTOS 0 1 3 1 0 3 1 0 1 1 0 5 16,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,5,10,409-418,61,26
414,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,310 34 15 7 42 2 169 0 0 29 0 24 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 6 0 2 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 16 0 0 3 0 0 13 1 0 2 0 5 40,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,6,10,409-418,64,26
415,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,451 21 41 265 4 17 79 1 0 77 2 88 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 670 12 32 75 0 3 72 0 0 8 0 20 ¶ INTERDICTOS 11 1 3 4 0 2 11 0 0 3 2 9 46,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,7,10,409-418,63,26
416,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,71 8 13 37 0 3 62 4 0 10 0 13 ¶ 120 0 0 14 0 0 3 0 0 1 0 7 ¶ INTERDICTOS 2 0 0 0 0 0 0 0 0 0 0 1 3,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,8,10,409-418,65,26
417,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,1 0 0 0 0 0 0 0 0 0 0 0 ¶ 1 0 0 0 0 0 0 0 0 0 0 0 1 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,9,10,409-418,64,26
418,6.1.1.2,CAUSAS RESUELTAS / Por: Distritos y Tipo de Proceso / Según: Formas de Finalización de Competencia / FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO FORMAS DE FINALIZACIÓN DE COMPETENCIA,3365 135 199 546 61 76 1864 65 1 358 4 404 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 1297 22 60 130 3 3 128 2 0 39 1 58 ¶ INTERDICTOS 56 6 10 15 1 11 79 4 1 21 2 32 238,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,10,10,409-418,64,26
419,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 19 0 6 0 2 1 0 9 10 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 1 0 0 0 1 0 0 1 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,1,10,419-428,58,26
420,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 27 4 2 2 0 2 0 10 17 ¶ 1 0 0 0 0 0 0 0 1 ¶ INTERDICTOS 7 0 1 0 0 0 0 1 6,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,2,10,419-428,58,26
421,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 114 4 19 2 1 0 1 27 87 ¶ 3 0 0 0 1 0 0 1 2 ¶ INTERDICTOS 5 1 2 0 0 0 0 3 2,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,3,10,419-428,58,26
422,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 3 0 0 0 1 0 0 1 2 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,4,10,419-428,58,26
423,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 23 0 1 2 0 2 0 5 18 ¶ 1 1 0 0 0 0 0 1 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,5,10,419-428,59,26
424,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 28 1 0 0 0 0 1 2 26 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 2 0 0 0 0 0 0 0 2,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,6,10,419-428,59,26
425,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 128 3 51 1 7 6 1 69 59 ¶ 3 0 1 0 0 1 1 3 0 ¶ INTERDICTOS 2 0 1 0 0 0 0 1 1,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,7,10,419-428,59,26
426,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 21 0 3 0 2 0 0 5 16 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 1 0 0 1 0 0 0 1 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,8,10,419-428,58,26
427,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 0 0 0 0 0 0 0 0 0 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,9,10,419-428,58,26
428,6.1.1.3,"RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 363 12 82 7 13 11 3 128 235 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 9 1 1 1 1 1 1 6 3 ¶ INTERDICTOS 17 1 4 0 1 0 0 6 11,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,10,10,419-428,57,26
429,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 20 0 11 2 1 2 0 16 4 ¶ INMUEBLES URBANOS DESTINADOS A LA VIVIENDA 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 2 0 2 0 0 0 0 2 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,1,10,429-438,60,26
430,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 19 1 5 0 1 0 1 8 11 ¶ 2 2 0 0 0 0 0 2 0 ¶ INTERDICTOS 4 0 0 0 0 0 0 0 4,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,2,10,429-438,61,26
431,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 46 6 3 0 0 0 0 9 37 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 10 0 1 0 0 0 0 1 9,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,3,10,429-438,61,26
432,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 10 1 7 0 0 0 1 9 1 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,4,10,429-438,61,26
433,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 16 3 3 0 0 0 0 6 10 ¶ 1 0 0 0 0 0 0 0 1 ¶ INTERDICTOS 1 0 1 0 0 0 0 1 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,5,10,429-438,61,26
434,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 1 0 0 0 0 0 1 1 0 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 2 0 0 0 0 0 0 0 2,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,6,10,429-438,61,26
435,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 53 1 29 0 8 0 2 40 13 ¶ 2 0 1 0 0 0 0 1 1 ¶ INTERDICTOS 6 1 0 0 0 0 0 1 5,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,7,10,429-438,61,26
436,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 18 0 4 0 1 0 0 5 13 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,8,10,429-438,62,26
437,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 0 0 0 0 0 0 0 0 0 ¶ 0 0 0 0 0 0 0 0 0 ¶ INTERDICTOS 0 0 0 0 0 0 0 0 0,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,9,10,429-438,61,26
438,6.1.1.4,"RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO / Por: Distritos y Tipo de Proceso / Según: Formas de Resolución / RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN",ORDINARIO 183 12 62 2 11 2 5 94 89 ¶ 5 2 1 0 0 0 0 3 2 ¶ INTERDICTOS 25 1 4 0 0 0 0 5 20,cuadro,6,Cuadro Nro.,Juzgados Públicos en Materia Civil y Comercial de Provincias,10,10,429-438,62,26
