firma,cuadros,paginas,n_paginas,pagina_referencia,n_columnas,columna,encabezado_pdf,titulo_pagina
5fd7461194,5.2.1.4,321-326,6,321,9,1,RECURSOS DE / APELACIONES EN / EFECTO / DEVOLUTIVO / NUEVOS / INTERPUESTOS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,2,CONFIRMADAS / TOTALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,3,CONFIRMADAS / PARCIALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,4,FORMAS DE RESOLUCIÓN / REVOCADAS / TOTALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,5,FORMAS DE RESOLUCIÓN / REVOCADAS / PARCIALMENTE,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,6,ANULADAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,7,REPOSITORIO,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,8,TOTAL DE / APELACIONES / DEVUELTAS EN / LA PRESENTE / GESTIÓN,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
5fd7461194,5.2.1.4,321-326,6,321,9,9,PENDIENTES,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
b204d9f130,5.2.1.5,327-332,6,327,5,1,PENDIENTES AL INICIO NUEVAS EN EJECUCIÓN / DE GESTIÓN,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
b204d9f130,5.2.1.5,327-332,6,327,5,2,PENDIENTES AL INICIO NUEVAS EN EJECUCIÓN / DE SENTENCIA,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
b204d9f130,5.2.1.5,327-332,6,327,5,3,MOVIMIENTO REGISTRADO / TOTAL CAUSAS,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
b204d9f130,5.2.1.5,327-332,6,327,5,4,TERMINADAS EN LA / GESTIÓN,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
b204d9f130,5.2.1.5,327-332,6,327,5,5,PENDIENTES PARA / LA PRÓXIMA / GESTIÓN,Juzgados de Partido del Trabajo y Seguridad Social de ciudades Capitales y El Alto
9197c55687,5.2.2.1,333-335,3,333,6,1,CAUSAS / PENDIENTES CON / LAS QUE INICIO LA / GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
9197c55687,5.2.2.1,333-335,3,333,6,2,FORMA DE INGRESO / CAUSAS RECIBIDAS / POR EXCUSA O / RECUSACIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
9197c55687,5.2.2.1,333-335,3,333,6,3,CAUSAS NUEVAS / INGRESADAS EN LA / GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
9197c55687,5.2.2.1,333-335,3,333,6,4,TOTAL CAUSAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
9197c55687,5.2.2.1,333-335,3,333,6,5,CAUSAS RESUELTAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
9197c55687,5.2.2.1,333-335,3,333,6,6,CAUSAS QUE / QUEDARON / PENDIENTES PARA / LA SGTE GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,1,SENTENCIA,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,2,EXCUSA O / RECUSACIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,3,FORMAS DE FINALIZACIÓN DE COMPETENCIA / DESISTIMIENTO,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,4,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RETIRO DE LA / DEMANDA,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,5,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ABANDONADAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,6,RECHAZADAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,7,OTROS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
8d398cdd20,5.2.2.2,336-338,3,336,8,8,TOTAL CAUSAS / RESUELTAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,1,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO REMITIDOS / RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,2,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO REMITIDOS / CONFIRMADAS TOTALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO REMITIDOS / CONFIRMADAS PARCIALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO REMITIDOS / FORMAS DE RESOLUCIÓN / REVOCADAS TOTALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,5,FORMAS DE RESOLUCIÓN / REVOCADAS PARCIALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,6,FORMAS DE RESOLUCIÓN / ANULADO,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,7,REPOSITORIO,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,8,DE / DESISTIMIENTO APELACIÓN / LA,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,9,TOTAL / DEVUELTAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
21bef2e1d9,5.2.2.3,339-341,3,339,10,10,PENDIENTES,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,1,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO REMITIDOS / RECURSOS DE / APELACIÓN EN / EFECTO / DEVOLUTIVO / NUEVOS / INTERPUESTOS EN / LA GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,2,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO REMITIDOS / CONFIRMADAS TOTALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,3,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO REMITIDOS / CONFIRMADAS PARCIALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,4,RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO REMITIDOS / FORMAS DE RESOLUCIÓN / REVOCADAS TOTALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,5,FORMAS DE RESOLUCIÓN / REVOCADAS PARCIALMENTE,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,6,FORMAS DE RESOLUCIÓN / ANULADAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,7,REPOSITORIO,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,8,DE / DESISTIMIENTO APELACIÓN / LA,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,9,TOTAL / DEVUELTAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
978d2fa95d,5.2.2.4,342-344,3,342,10,10,PENDIENTES,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
838af06017,5.2.2.5,345-347,3,345,5,1,CAUSAS EN EJECUCIÓN DE / SENTENCIA PENDIENTES AL / INICIAR LA GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
838af06017,5.2.2.5,345-347,3,345,5,2,CAUSAS INGRESADAS A / EJECUCIÓN DE SENTENCIA,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
838af06017,5.2.2.5,345-347,3,345,5,3,MOVIMIENTO REGISTRADO / TOTAL DE CAUSAS EN / EJECUCIÓN DE SENTENCIA / ATENDIDAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
838af06017,5.2.2.5,345-347,3,345,5,4,CAUSAS EN EJECUCIÓN DE / SENTENCIA CONCLUIDAS,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
838af06017,5.2.2.5,345-347,3,345,5,5,CAUSAS EN EJECUCIÓN DE / SENTENCIA PENDIENTES / PARA LA PRÓXIMA GESTIÓN,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,1,Ciudades y Tipo de Acción Penal / Movimiento Registrado / PROCESOS CON / INICIO DE / INVESTIGACIÓN / PENDIENTES AL / COMIENZO DE LA / GESTIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,2,"Ciudades y Tipo de Acción Penal / PROCESOS CON / INICIO DE / INVESTIGACIÓN / RECIBIDAS POR / EXCUSA, / RECUSACIÓN. / DECLINATORIA O / INHIBITORIA","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,3,(CAUSAS NUEVAS) / CON INICIO DE / INVESTIGACIÓN / INGRESADAS EN LA / GESTIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,4,TOTAL DE / INFORMES DE / INICIO DE / INVESTIGACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,5,"REMITIDOS A OTROS / JUZGADOS / (EXCUSA, RECUSA, RECHAZO DE / DECLINATORIA O / INHIBITORIA)","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,6,"CAUSAS CON / (EXCUSA, RECUSA, RECHAZO DE / DENUNCIA","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,7,CAUSAS / CONCLUIDAS / POR OTRAS / FORMAS,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,8,INICIOS DE / INVESTIGACIÓN QUE / MERECIERON / IMPUTACIÓN / FORMAL,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
c79602bf88,5.3.1.1,348-350,3,348,9,9,INFORMES DE / INICIOS DE / CAUSAS / PENDIENTES / PARA LA / PROXIMA / GESTIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,1,Ciudades y Tipo de Acción Penal / Movimiento Registrado / IMPUTACIONES / FORMALES / PENDIENTES AL INICIO / DE LA GESTIÓN / ANTERIOR,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,2,"Ciudades y Tipo de Acción Penal / PROCESOS CON / IMPUTACIONES / FORMALES RECIBIDAS / POR EXCUSA, / RECUSACIÓN / DECLINATORIA O / INHIBITORIA","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,3,PROCESOS CON / INPUTACIÓN DIRECTA INPUTACIÓN FORMAL / (Procedimiento / Inmediato),"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,4,PROCESOS CON / INPUTACIÓN DIRECTA INPUTACIÓN FORMAL / INGRESADAS EN LA / GESTIÓN (NUEVAS),"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,5,TOTAL / IMPUTACIONES / FORMALES,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,6,"REMITIDOS A OTROS / JUZGADOS (POR / EXCUSA, RECUSA, / DECLINATORIA O / INHIBITORIA)","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,7,IMPUTACIONES / FORMALES QUE / MERECIERON / ACUSACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,8,OTRAS FORMAS / DE FINALIZACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
84b379abdf,5.3.1.2,351-353,3,351,9,9,IMPUTACIONES / FORMALES / PENDIENTES PARA / LA PROXIMA / GESTIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,1,IMPUTACIONES / FORMALES DE / INICIO DE / INVESTIGACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,2,SALIDAS / ALTERNATIVAS,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,3,CONCILIACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,4,RECHAZO DE LA / DENUNCIA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,5,OTRAS FORMAS / DE EXTINCIÓN DE / LA ACCIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,6,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / EXCEPCIÓN POR / PRESCRIPCIÓN - / COSA JUZGADA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,7,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / CONVERSIÓN DE / ACCIONES / Por los Num. 1; 2 y / 3 del Art. 26 CPP y / no el Num. 4,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,8,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / DECLINATORIA E / INHIBITORIA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,9,EXCUSA O / RECUSA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
1c697ac250,5.3.1.3,354-356,3,354,10,10,TOTAL RESUELTAS / DE CAUSAS QUE / INGRESARON EN / LA GESTIÓN / ACTUAL,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,1,REMISIÓN A / JUZGADO O / TRIBUNAL DE / SENTENCIA CON / ACUSACIÓN / FORMAL,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,2,PROCEDIMIENTO / ABREVIADO,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,3,SALIDAD ALTERNATIVAS / CRITERIO DE / OPORTUNIDAD,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,4,SALIDAD ALTERNATIVAS / SUSPENSIÓN / CONDICIONAL DEL / PROCESO,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,5,CONCILIACIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,6,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / SOBRESEIMIENTO,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,7,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / EXTINCIÓN DE LA / ACCIÓN EN LA / ETAPA / PREPARATORIA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,8,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / EXTINCIÓN DE LA / ACCION POR / DURACION / MAXIMA O / PRESCRIPCIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,9,OTRAS FORMAS DE CONCLUSIÓN O FINALIZACIÓN DE COMPETENCIA / DECLINATORIA E / INHIBITORIA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,10,EXCUSA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,11,RECUSA,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4a87b7d5e9,6.3.1.4,357-359,3,357,12,12,TOTAL RESUELTAS DE / CAUSAS QUE / INGRESARON EN LA / GESTIÓN 2021 Y / GESTIONES / ANTERIORESDE / CAUSAS RESUELTAS / EN LA GESTIÓN,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,1,NÚMERO DE JUZGADOS,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,2,"RECURSOS DE APELACIÓN, / NUEVOS INTERPUESTOS AL / JUZGADO EN LA GESTIÓN","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,3,PROCEDENTE,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,4,SEGÚN LA FORMA DE RESOLUCIÓN POR INSTANCIA SUPERIOR / IMPROCEDENTE,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,5,"RECURSOS DE APELACIÓN, DEVUELTOS AL JUZGADO, / SEGÚN LA FORMA DE RESOLUCIÓN POR INSTANCIA SUPERIOR / REVOCADAS TOTALMENTE","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,6,"RECURSOS DE APELACIÓN, DEVUELTOS AL JUZGADO, / SEGÚN LA FORMA DE RESOLUCIÓN POR INSTANCIA SUPERIOR / REVOCADAS / PARCIALMENTE","Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,7,SEGÚN LA FORMA DE RESOLUCIÓN POR INSTANCIA SUPERIOR / ANULATORIO,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,8,IMPROCEDENTE,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,9,TOTAL DEVUELTAS,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
4651cd7865,5.3.1.5,360-361,2,360,10,10,RECURSOS DE APELACIÓN / PENDIENTES,"Juzgados de Instrucción Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,1,Ciudades y Tipo de Acción Penal (TIPO DE PROCESO) / Movimiento Registrado en la gestiòn / CAUSAS / PENDIENTES AL / COMIENZODE LA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,2,Ciudades y Tipo de Acción Penal (TIPO DE PROCESO) / Movimiento Registrado en la gestiòn / RECIBIDAS POR / EXCUSA O / RECUSACIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,3,Ciudades y Tipo de Acción Penal (TIPO DE PROCESO) / CAUSAS RECIBIDAS / POR DECLINATORIA E / INHIBITORIA (POR / REENVIO),"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,4,INGRESADAS POR / CONVERSIÓN DE / ACCIONES DE OTROS / DELITOS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,5,CAUSAS NUEVAS (Es la suma de todas / INGRESADAS EN LA / GESTIÓN 2021,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,6,TOTAL DE CAUSAS / CAUSAS NUEVAS (Es la suma de todas / las casillas / anteriores en cada / fila),"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,7,"CAUSAS REMITIDOS / A OTROS JUZGADOS / POR EXCUSA, / RECUSACIÓN. / DECLINATORIA O / INHIBITORIA","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,8,OTRAS FORMAS DE / CONCLUSIÒN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,9,CAUSAS / RESUELTAS CON / SENTENCIAS,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,10,PENDIENTES / PARA LA / PRÓXIMA / GESTIÓN,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
605618ed5b,5.3.2.1,362-364,3,362,11,11,PROCESOS CON / DECLARACIÒN DE / REBELDIA,"Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
2923e75e74,5.3.2.2,365-367,3,365,11,1,"Ciudades y Tipo de Proceso / Movimiento Registrado / SENTENCIAS: UN / DEMANDADO, UN / DELITO","Juzgados de Sentencia Penal, Anticorrupción y de Violencia Contra la Mujer de Ciudades Capitales y El Alto"
