cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,territorio,tipo_elemento_analitico,recurso_juzgados_publicados,recurso_tribunales_publicados,recurso_salas_publicadas,recurso_conciliadores_publicados,recurso_otros_organos_publicados,recursos_clasificacion_completa,personal_cuadro_origen,personal_pagina_pdf,personal_distrito,personal_gestion,personal_items_mujer,personal_items_varon,personal_items_acefalias,personal_items_total,personal_remun_mujer,personal_remun_varon,personal_remun_acefalias,personal_remun_total,personal_nivel_geografico,personal_metodo_seleccion,estado_gestion,ingresos_totales,tasa_resolucion,tasa_resolucion_total,tasa_congestion,tasa_pendencia,duracion_estimada_dias,acumulacion_neta_anual,flag_acumula_mora,flag_sin_resolucion_anual,flag_sin_movimiento,atendidas_por_item_personal,atendidas_por_juzgado_territorio,es_outlier_carga_iqr,es_outlier_severo_carga_iqr,es_outlier_ingresos_iqr,es_outlier_severo_ingresos_iqr,es_outlier_congestion_iqr,es_outlier_severo_congestion_iqr,es_outlier_duracion_iqr,es_outlier_severo_duracion_iqr,tasa_congestion_winsorizada,duracion_estimada_winsorizada,log_atendidas,log_nuevas_ingresadas,log_resueltas,log_pendientes_fin,log_ingresos_totales
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",ORURO,3,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,3,6,,0,,,0,6,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3,en_tramite_exclusivo,0.0,1.0,1.0,,1.0,,0.0,False,True,False,0.01276595744680851,0.1276595744680851,False,False,False,False,False,False,False,False,,,1.9459101490553132,0.0,0.0,1.9459101490553132,0.0
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",ORURO,3,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,4,6,,0,,,31,40,33,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",ORURO,,Oruro,False,,no_aplica,no_aplica,2023,False,ORURO,proceso,47,3,8,6,,True,14.1.3,746,ORURO,2023,239,195,36,470,1416404,1489507,180383,3086294,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,31.0,1.064516129032258,1.064516129032258,1.2121212121212122,0.175,77.42424242424242,-2.0,False,False,False,0.0851063829787234,0.851063829787234,False,False,False,False,False,False,False,False,1.2121212121212122,77.42424242424242,3.713572066704308,3.4657359027997265,3.5263605246161616,2.0794415416798357,3.4657359027997265
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,3,tipo_proceso,,COACTIVO FISCAL,COACTIVO FISCAL,detalle,6,6,,0,,,48,568,45,523,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,48.0,0.9375,0.9375,12.622222222222222,0.920774647887324,4242.111111111111,3.0,True,False,False,0.9562289562289562,14.564102564102564,True,True,False,False,False,False,False,False,12.622222222222222,4022.705555555555,6.343880434126331,3.8918202981106265,3.828641396489095,6.261491684321042,3.8918202981106265
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,3,tipo_proceso,,CONTENCIOSO TRIBUTARIO,CONTENCIOSO TRIBUTARIO,detalle,7,6,,0,,,52,74,7,67,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,52.0,0.1346153846153846,0.1346153846153846,10.571428571428571,0.9054054054054054,3493.5714285714284,45.0,True,False,False,0.12457912457912458,1.8974358974358974,False,False,False,False,False,False,False,False,10.571428571428571,3493.5714285714284,4.31748811353631,3.970291913552122,2.0794415416798357,4.219507705176107,3.970291913552122
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,3,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,8,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,3,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,9,6,,0,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",POTOSI,,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,39,2,8,3,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,2.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.003367003367003367,0.05128205128205128,False,False,False,False,False,False,False,False,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,3,tipo_proceso,,COACTIVO FISCAL,COACTIVO FISCAL,detalle,11,6,,0,,,9,73,9,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,43,1,7,4,,True,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,9.0,1.0,1.0,8.11111111111111,0.8767123287671232,2595.555555555555,0.0,False,False,False,0.13984674329501914,1.697674418604651,False,False,False,False,False,False,False,False,8.11111111111111,2595.555555555555,4.30406509320417,2.302585092994046,2.302585092994046,4.174387269895637,2.302585092994046
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,3,tipo_proceso,,CONTENCIOSO TRIBUTARIO,CONTENCIOSO TRIBUTARIO,detalle,12,6,,0,,,11,42,7,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,43,1,7,4,,True,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,11.0,0.6363636363636364,0.6363636363636364,6.0,0.8333333333333334,1825.0,4.0,True,False,False,0.08045977011494253,0.9767441860465116,False,False,False,False,False,False,False,False,6.0,1825.0,3.7612001156935624,2.4849066497880004,2.0794415416798357,3.58351893845611,2.4849066497880004
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,3,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,13,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,43,1,7,4,,True,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,3,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,14,6,,0,,,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TARIJA,,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,43,1,7,4,,True,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,2.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.0038314176245210726,0.046511627906976744,False,False,False,False,False,False,False,False,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,3,tipo_proceso,,COACTIVO FISCAL,COACTIVO FISCAL,detalle,16,6,,0,,,99,1443,581,862,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,,Santa Cruz,False,,no_aplica,no_aplica,2023,False,SANTA CRUZ,proceso,129,7,14,26,,True,14.1.3,746,SANTA CRUZ,2023,798,507,43,1348,4651919,3834431,168097,8654447,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,99.0,5.8686868686868685,5.8686868686868685,2.4836488812392425,0.5973665973665974,541.5318416523236,-482.0,False,False,False,1.0704747774480712,11.186046511627907,True,True,False,False,False,False,False,False,2.4836488812392425,541.5318416523236,7.275172319452771,4.605170185988092,6.366470447731438,6.760414691083428,4.605170185988092
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,3,tipo_proceso,,CONTENCIOSO TRIBUTARIO,CONTENCIOSO TRIBUTARIO,detalle,17,6,,0,,,455,1527,342,1185,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,,Santa Cruz,False,,no_aplica,no_aplica,2023,False,SANTA CRUZ,proceso,129,7,14,26,,True,14.1.3,746,SANTA CRUZ,2023,798,507,43,1348,4651919,3834431,168097,8654447,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,455.0,0.7516483516483516,0.7516483516483516,4.464912280701754,0.7760314341846758,1264.6929824561403,113.0,True,False,False,1.1327893175074184,11.837209302325581,True,True,True,True,False,False,False,False,4.464912280701754,1264.6929824561403,7.331714969726466,6.1224928095143865,5.8377304471659395,7.078341579557671,6.1224928095143865
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,3,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,18,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,,Santa Cruz,False,,no_aplica,no_aplica,2023,False,SANTA CRUZ,proceso,129,7,14,26,,True,14.1.3,746,SANTA CRUZ,2023,798,507,43,1348,4651919,3834431,168097,8654447,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,334,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,3,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,19,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",SANTA CRUZ,,Santa Cruz,False,,no_aplica,no_aplica,2023,False,SANTA CRUZ,proceso,129,7,14,26,,True,14.1.3,746,SANTA CRUZ,2023,798,507,43,1348,4651919,3834431,168097,8654447,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,1,tipo_proceso,,COACTIVO FISCAL,COACTIVO FISCAL,detalle,1,6,,0,,,12,32,12,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,,Beni,False,,no_aplica,no_aplica,2023,False,TRINIDAD,proceso,32,1,5,2,,True,14.1.3,746,BENI,2023,223,180,10,413,1238407,1461271,68986,2768664,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,12.0,1.0,1.0,2.6666666666666665,0.625,608.3333333333334,0.0,False,False,False,0.0774818401937046,1.0,False,False,False,False,False,False,False,False,2.6666666666666665,608.3333333333334,3.4965075614664802,2.5649493574615367,2.5649493574615367,3.044522437723423,2.5649493574615367
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,1,tipo_proceso,,CONTENCIOSO TRIBUTARIO,CONTENCIOSO TRIBUTARIO,detalle,2,6,,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,,Beni,False,,no_aplica,no_aplica,2023,False,TRINIDAD,proceso,32,1,5,2,,True,14.1.3,746,BENI,2023,223,180,10,413,1238407,1461271,68986,2768664,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.002421307506053269,0.03125,False,False,False,False,False,False,False,False,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,1,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,3,6,,0,,,19,19,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,,Beni,False,,no_aplica,no_aplica,2023,False,TRINIDAD,proceso,32,1,5,2,,True,14.1.3,746,BENI,2023,223,180,10,413,1238407,1461271,68986,2768664,distrito_judicial,fila_distrital_publicada_14.1.3,resolucion_total,19.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,0.04600484261501211,0.59375,False,False,False,False,False,False,False,False,1.0,0.0,2.995732273553991,2.995732273553991,2.995732273553991,0.0,2.995732273553991
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,1,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,4,6,,0,,,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",TRINIDAD,,Beni,False,,no_aplica,no_aplica,2023,False,TRINIDAD,proceso,32,1,5,2,,True,14.1.3,746,BENI,2023,223,180,10,413,1238407,1461271,68986,2768664,distrito_judicial,fila_distrital_publicada_14.1.3,en_tramite_exclusivo,0.0,1.0,1.0,,1.0,,0.0,False,True,False,0.002421307506053269,0.03125,False,False,False,False,False,False,False,False,,,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,1,tipo_proceso,,COACTIVO FISCAL,COACTIVO FISCAL,detalle,6,6,,0,,,64,550,179,371,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,con_resolucion_parcial,64.0,2.796875,2.796875,3.0726256983240225,0.6745454545454546,756.5083798882682,-115.0,False,False,False,3.021978021978022,26.19047619047619,True,True,False,False,False,False,False,False,3.0726256983240225,756.5083798882682,6.311734809152915,4.174387269895637,5.19295685089021,5.918893854273146,4.174387269895637
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,1,tipo_proceso,,CONTENCIOSO TRIBUTARIO,CONTENCIOSO TRIBUTARIO,detalle,7,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,1,tipo_proceso,,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,EJECUCIÓN DE RESOLUCIONES ADMINISTRATIVAS,detalle,8,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
5.2.2.1,335,9197c55687,causas,capital,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,1,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,9,6,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,,PARTIDO ADMINISTRATIVO COACTIVO FISCAL Y TRIBUTARIO,Partido Administrativo Coactivo Fiscal y Tributario,"Juzgados de Partido en Materia Administrativa, Coactivo Fiscal de Ciudades Capitales y El Alto",COBIJA,,Pando,False,,no_aplica,no_aplica,2023,False,COBIJA,proceso,21,2,3,1,,True,14.1.3,746,PANDO,2023,91,69,22,182,519974,563777,165505,1249256,distrito_judicial,fila_distrital_publicada_14.1.3,sin_movimiento,0.0,1.0,1.0,,0.0,,0.0,False,False,True,0.0,0.0,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0.0
